SOURCEURL,Date,Event name,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author,Type
http://www.austinglobe.com/news/278474656/russia-boosting-nuclear-cooperation-with-african-state,7/29/2025,"rosatom and niger have signed an mou to expand electricity access, develop atomic medicine, and support specialist training in the country re",NER | RUS,RUS | NER,NG | UV,"['Russia', 'African', 'Rosatom', 'Niger']","['GPE', 'NORP', 'ORG', 'GPE']","infrastructure, the peaceful, specialists, tsivilev, electricity, niger, and niger, field, nuclear",7/29/2025,Russia boosting nuclear cooperation with African state,"Rosatom and Niger have signed an MoU to expand electricity access, develop atomic medicine, and support specialist training in the country Re",13,2.176923077,Austin Globe,en,NIGER | NIAMEY | RUSSIA | RUSSIAN,RUSSIA | RUSSIAN | NIGER | NIAMEY,[],,DIP
https://eng.belta.by/president/view/lukashenko-belarus-seeks-to-strengthen-cooperation-with-ethiopia-170000-2025/,7/29/2025,belarusian president aleksandr lukashenko said as he met with minister of foreign affairs of ethiopia gedion timothewos on 29 july.,ETH | RUS,RUS | ETH,ET,"['Lukashenko', 'Belarus', 'Ethiopia', 'Belarusian', 'Aleksandr Lukashenko', 'Ethiopia', 'Gedion Timothewos', '29 July']","['PERSON', 'GPE', 'GPE', 'NORP', 'PERSON', 'GPE', 'PERSON', 'DATE']",,7/29/2025,Lukashenko: Belarus seeks to strengthen cooperation with Ethiopia,Belarusian President Aleksandr Lukashenko said as he met with Minister of Foreign Affairs of Ethiopia Gedion Timothewos on 29 July.,2,1,Belarusian Telegraph Agency,en-EN,ETHIOPIA | KAZAN,KAZAN | ETHIOPIA,[],,DIP
http://www.bignewsnetwork.com/news/278472513/moscow-supports-africa-in-struggle-against-neocolonialism-medvedev,7/28/2025,"dmitry medvedev has expressed solidarity with african parties in their resistance to neocolonialism, calling them guarantors of stability rea",RUS,AFR,TZ,"['Moscow', 'Africa', 'Medvedev', 'Dmitry Medvedev', 'African']","['GPE', 'LOC', 'PERSON', 'PERSON', 'NORP']","Dmitry Medvedev has expressed solidarity with African parties in their resistance to neocolonialism, calling them guarantors of stability Read Full Article at RT.com",7/28/2025,Moscow supports Africa in struggle against neocolonialism - Medvedev,"Dmitry Medvedev has expressed solidarity with African parties in their resistance to neocolonialism, calling them guarantors of stability Read Full Article at RT.com",1,-2,Big News Network.com,en,RUSSIAN,AFRICA,['Criticize or denounce'],,DIP
https://www.ecofinagency.com/news/2807-47875-togo-deepens-ties-with-russia-and-u-s-in-strategic-diplomatic-shift,7/28/2025,"Togo Deepens Ties with Russia and U.S. in Strategic Diplomatic Shift - Ecofin AgencyFacing rising jihadist threats and trade uncertainties, the country diversifies its global alliances through new security and economic",,,,,,,,Togo Deepens Ties with Russia and U.S. in Strategic Diplomatic Shift - Ecofin Agency,"Facing rising jihadist threats and trade uncertainties, the country diversifies its global alliances through new security and economic",,,,,,,,,DIP
https://www.yahoo.com/news/articles/central-african-republics-touadera-announces-141807103.html,7/26/2025,"bangui (reuters) -central african republic's president faustin-archange touadera said on saturday he will run for a third term later this year, seeking to extend his rule into a second decade after scrapping term limits in 2023. since taking office in 2016, touadera has enlisted outside forces to stay in power amid a persistent civil conflict, including mercenaries from russia's wagner militia, who intervened in 2018 on the side of the government. landlocked central african republic, roughly the size of france and with a population of around 5.5 million, is deeply impoverished despite being rich in resources including gold, diamonds and timber.",RUS | RWA,CAF | RWA | RUS,CT | RW,"[""Central African Republic's"", 'Touadera', 'third', 'BANGUI', 'Reuters', 'Faustin-Archange Touadera', 'Saturday', 'third', 'later this year', 'a second decade', '2023', '2016', 'Touadera', 'Russia', 'Wagner', '2018', 'Central African Republic', 'France']","['GPE', 'PERSON', 'ORDINAL', 'GPE', 'ORG', 'PERSON', 'DATE', 'ORDINAL', 'DATE', 'DATE', 'DATE', 'DATE', 'PERSON', 'GPE', 'ORG', 'DATE', 'GPE', 'GPE']","Central African Republic, term limits, Faustin-Archange Touadera, United Hearts Movement",7/26/2025,Central African Republic's Touadera announces bid for third term,"BANGUI (Reuters) -Central African Republic's President Faustin-Archange Touadera said on Saturday he will run for a third term later this year, seeking to extend his rule into a second decade after scrapping term limits in 2023.  Since taking office in 2016, Touadera has enlisted outside forces to stay in power amid a persistent civil conflict, including mercenaries from Russia's Wagner militia, who intervened in 2018 on the side of the government.  Landlocked Central African Republic, roughly the size of France and with a population of around 5.5 million, is deeply impoverished despite being rich in resources including gold, diamonds and timber.",9,-8.333333333,Yahoo News,en-US,RUSSIA | RUSSIAN | RWANDA | RWANDAN,CENTRAL AFRICAN REPUBLIC | FAUSTIN ARCHANGE TOUADERA | RWANDA | RWANDAN | RUSSIA,"['Demand, not specified below', 'Use conventional military force, not specified below']",,DIP
https://www.mangalorean.com/mos-margherita-meets-russian-deputy-foreign-minister-discusses-bilateral-ties-and-issues-related-to-g20/,7/26/2025,"mos margherita meets russian deputy foreign minister, discusses bilateral ties and issues related to g20 cape town (south africa): union minister of state",RUS,RUS,SF,"['Margherita', 'Russian', 'G20', 'Margherita', 'Russian', 'G20 Cape Town (South Africa', 'State']","['PERSON', 'NORP', 'ORG', 'PERSON', 'NORP', 'EVENT', 'ORG']",,7/26/2025,"MoS Margherita meets Russian Deputy Foreign Minister, discusses bilateral ties and issues related to G20 - Mangalorean.com","MoS Margherita meets Russian Deputy Foreign Minister, discusses bilateral ties and issues related to G20 Cape Town (South Africa): Union Minister of State",5,1,Mangalorean.com,en-US,RUSSIA | RUSSIAN,RUSSIA | FOREIGN MINIST,[],IANS,DIP
https://www.opinionnigeria.com/interview-mayya-nikolskaya-assesses-russia-africa-relations-ahead-of-valdais-3rd-conference-in-pretoria-by-kester-kenn-klomegah/,7/26/2025,Interview: Mayya Nikolskaya assesses Russia-Africa relationsValdai conference preview,RUS,AFR,SF,,,,7/26/2025,Interview: Mayya Nikolskaya assesses Russia-Africa relations,Valdai conference preview,4,-0.5,,,RUSSIA | RUSSIAN,AFRICA,[],,INFO
https://www.ecofinagency.com/news/2507-47839-russia-advances-with-togo-military-cooperation-agreement-amid-shift-in-regional-security,7/25/2025,russia advances with togo military cooperation agreement amid shift in regional security - ecofin agency,RUS,,TO,"['Russia', 'Togo', 'Ecofin Agency', 'Russia', 'Togo', 'Togo', 'Moscow']","['GPE', 'GPE', 'ORG', 'GPE', 'GPE', 'GPE', 'GPE']","togo, agreement, medical, military, security, free, multipolar, ecowas",7/25/2025,Russia Advances With Togo Military Cooperation Agreement Amid Shift in Regional Security - Ecofin Agency,"• Russia-Togo military pact nears ratification; joint drills, training, intel, free medical aid included• Togo turns to Moscow amid northern jihadist",1,4,Ecofin Agency,en-gb,RUSSIA,,[],Ecofin Agency,SEC
https://menafn.com/1109840608/Moscow-supports-new-defense-agreement-with-Togo,7/24/2025,"the russian government has approved a draft law to ratify a military cooperation agreement with togo, according to tass. this step reflects moscow’s",RUS,TGO,TO,"['Moscow', 'Togo', 'Russian', 'Togo', 'TASS', 'Moscow']","['GPE', 'GPE', 'NORP', 'GPE', 'ORG', 'GPE']","Moscow, supports, defense, agreement, Togo, Facebook, Twitter, Meta, Instagram, TikTok",7/24/2025,Moscow supports new defense agreement with Togo,"The Russian government has approved a draft law to ratify a military cooperation agreement with Togo, according to TASS. This step reflects Moscow’s",2,6,,,RUSSIAN,MILITARY | TOGO,[],MENAFN,DIP
https://www.thecitizen.co.tz/tanzania/magazines/new-oil-gas-pipeline-deals-to-help-africa-eradicate-energy-poverty-5129558,7/24/2025,"shifting from dirty fossil fuels to cleaner renewable energy is the ultimate end goal under the global just transition campaign. but, africa has another priority: eradicate energy...",COG | RUS,RUS | COG,CF,"['Africa', 'The Citizen', 'Nairobi', 'Africa']","['GPE', 'ORG', 'GPE', 'LOC']","gas,pipeline,energy",7/24/2025,"New oil, gas pipeline deals to help Africa eradicate energy poverty | The Citizen","Nairobi. Shifting from dirty fossil fuels to cleaner renewable energy is the ultimate end goal under the global Just Transition campaign. But, Africa has another priority: eradicate energy...",4,4,The Citizen,en,REPUBLIC OF CONGO | RUSSIA,RUSSIA | REPUBLIC OF CONGO,[],,ECON
https://www.thezimbabwemail.com/world-news/terrorism-russia-considers-military-intervention-in-mozambique/,7/24/2025,Terrorism: Russia considers military intervention in MozambiqueRussia potential military involvement,MOZ | RUS,RUS | MOZ,MZ,,,,7/24/2025,Terrorism: Russia considers military intervention in Mozambique,Russia potential military involvement,11,1.518181818,,,MINIST | MINIST FOR FOREIGN | MOZAMBICAN | MOZAMBIQUE | RUSSIA,RUSSIA | RUSSIAN | MINIST | MILITARY | MOZAMBIQUE,"['REJECT', 'Threaten conventional attack']",,SEC
https://www.eurasiareview.com/24072025-with-eyes-on-sahel-russia-shifts-from-syria-to-libya/,7/24/2025,"With Eyes On Sahel, Russia Shifts From Syria To Libya – Eurasia ReviewAfter the fall of Syrian dictator Bashar al-Assad in December 2024, Russia has scrambled to transfer military equipment to other areas, including eastern Libya. Experts question Russia's long-term strategic goals and fear the expanded presence of mercenaries and military personnel could further destabilize Libya, Sudan and other nations in the region. The Kremlin increasingly has...",,,,,,,,"With Eyes On Sahel, Russia Shifts From Syria To Libya – Eurasia Review","After the fall of Syrian dictator Bashar al-Assad in December 2024, Russia has scrambled to transfer military equipment to other areas, including eastern Libya. Experts question Russia's long-term strategic goals and fear the expanded presence of mercenaries and military personnel could further destabilize Libya, Sudan and other nations in the region. The Kremlin increasingly has...",,,,,,,,,SEC
https://www.globalsecurity.org/wmd/library/news/russia/2025/07/russia-250722-russia-mfa02.htm,7/23/2025,foreign minister sergey lavrov's opening remarks during talks with minister of foreign affairs and cooperation of the republic of mozambique maria lucas,RUS,RUS,MZ,"['Sergey Lavrov', 'Foreign Affairs and Cooperation', 'the Republic of Mozambique', 'Maria Lucas']","['PERSON', 'ORG', 'GPE', 'PERSON']","WMD,library,news,russia,2025,July",7/23/2025,Foreign Minister Sergey Lavrov's opening remarks during talks with Minister of Foreign Affairs and Cooperation of the Republic of Mozambique Maria Lucas,,2,7,,,MINIST OF FOREIGN AFFAIRS | SERGEY LAVROV,SERGEY LAVROV | MINIST OF FOREIGN AFFAIRS,[],John Pike,DIP
https://www.terradaily.com/reports/Mali_forces_Russian_fighters_killed_dozens_of_Fulanis_HRW_999.html,7/23/2025,"the malian army and russia's wagner group killed dozens of ethnic fulani men this year during anti-jihadist operations in the troubled west african nation, human rights watch said tuesday.",RUS,,ML,"['Mali', 'Russian', 'dozens', 'Fulanis', 'HRW', 'Dakar', 'AFP', 'July 22, 2025', 'Malian', 'Russia', 'Wagner', 'dozens', 'Fulani', 'this year', 'African', 'Human Rights Watch', 'Tuesday']","['NORP', 'NORP', 'CARDINAL', 'NORP', 'ORG', 'PERSON', 'ORG', 'DATE', 'NORP', 'GPE', 'ORG', 'CARDINAL', 'NORP', 'DATE', 'NORP', 'ORG', 'DATE']","Earth News, Earth Sciences, Climate Change, Energy Technology, Environment News",7/23/2025,"Mali forces, Russian fighters killed dozens of Fulanis: HRW","Dakar (AFP) July 22, 2025 -  The Malian army and Russia's Wagner group killed dozens of ethnic Fulani men this year during anti-jihadist operations in the troubled west African nation, Human Rights Watch said Tuesday.",1,-10,Terra Daily,,RUSSIA,FULANI,"['Use conventional military force, not specified below']",,SEC
https://www.africanews.com/2025/07/22/russia-and-mozambique-reaffirm-defence-cooperation-after-foreign-ministers-meeting/,7/22/2025,maria manuela lucas and sergey lavrov spoke during a joint news conference following their talks in moscow on tuesday.,MOZ | RUS,RUS | MOZ,MZ,"['Russia', 'Mozambique', 'Africanews', 'Maria Manuela Lucas', 'Sergey Lavrov', 'Moscow', 'Tuesday']","['GPE', 'GPE', 'ORG', 'PERSON', 'PERSON', 'GPE', 'DATE']",,7/22/2025,Russia and Mozambique reaffirm defence cooperation after foreign ministers' meeting | Africanews,Maria Manuela Lucas and Sergey Lavrov spoke during a joint news conference following their talks in Moscow on Tuesday.,7,4.185714286,Africanews,en,MOZAMBIQUE | RUSSIA,RUSSIA | MOZAMBIQUE | INSURGENCY,[],AfricaNews,DIP
"https://www.africaintelligence.com/west-africa/2025/07/22/conakry-prepares-to-host-major-russian-delegation-in-november,110482474-bre",7/22/2025,"following a break lasting several years, the russian-guinean intergovernmental commission will be meeting for the seventh time.",GIN | RUS,RUS | GIN,GV,"['Guinea', 'Conakry', 'Russian', 'November', '22/07/2025', 'Africa Intelligence', 'several years', 'Russian', 'seventh', '7/22/2025']","['GPE', 'ORG', 'NORP', 'DATE', 'DATE', 'ORG', 'DATE', 'NORP', 'ORDINAL', 'DATE']",,7/22/2025,Guinea • Conakry prepares to host major Russian delegation in November - 22/07/2025 - Africa Intelligence,"Following a break lasting several years, the Russian-Guinean intergovernmental commission will be meeting for the seventh time. - 7/22/2025",2,2.35,Africa Intelligence,en,GUINEA | RUSSIA,RUSSIA | GUINEA,[],,DIP
http://www.bignewsnetwork.com/news/278460461/mozambican-president-planning-russia-visit-fm,7/22/2025,"Mozambican president planning Russia visit FMRussian Foreign Minister Sergey Lavrov has held talks with his Mozambique counterpart, Maria Manuela Lucas Read Full Article at RT.com",,,,,,,,Mozambican president planning Russia visit FM,"Russian Foreign Minister Sergey Lavrov has held talks with his Mozambique counterpart, Maria Manuela Lucas Read Full Article at RT.com",,,,,,,,,DIP
https://www.freshplaza.com/north-america/article/9752806/south-africa-reviews-russia-trade-over-u-s-tariff-threat/,7/22/2025,South Africa reviews Russia trade over U.S. tariff threatSouth Africa reviews Russia trade over U.S. tariff threat,,,,,,,,South Africa reviews Russia trade over U.S. tariff threat,South Africa reviews Russia trade over U.S. tariff threat,,,,,,,,,ECON
http://www.kenyastar.com/news/278460155/african-bloggers-to-use-digital-skills-to-strengthen-russia-africa-ties-photos,7/22/2025,"African bloggers to use digital skills to strengthen Russia-Africa ties (PHOTOS)The participants of a media workshop in Bryansk have urged young Russians to explore Africa, citing the need for cultural exchange Read Full Article at RT.com",,,,,,,,African bloggers to use digital skills to strengthen Russia-Africa ties (PHOTOS),"The participants of a media workshop in Bryansk have urged young Russians to explore Africa, citing the need for cultural exchange Read Full Article at RT.com",,,,,,,,,INFO
https://www.esi-africa.com/industry-sectors/future-energy/egypt-major-tier-completed-at-el-dabaa-nuclear-energy-plant/,7/21/2025,Egypt major tier completed at El Dabaa nuclear energy plantConstruction progress at El Dabaa,EGY | MLI | RUS,RUS | EGY | MLI,EG | ML,,,,7/21/2025,Egypt major tier completed at El Dabaa nuclear energy plant,Construction progress at El Dabaa,7,4.514285714,,,EGYPTIAN | EGYPT | MALI | RUSSIA,RUSSIA | RUSSIAN | EGYPT | MALI,"['REJECT', 'THREATEN']",,ECON
https://leadership.ng/russia-not-using-nigerians-to-build-drones-ambassador/,7/20/2025,Russia not using Nigerians to build drones - AmbassadorRussian Ambassador denial,NGA,RUS,NI,,,,7/20/2025,Russia not using Nigerians to build drones - Ambassador,Russian Ambassador denial,1,0,,,NIGERIAN,RUSSIA,['DEMAND'],,INFO
https://libyaobserver.ly/news/russian-aircraft-spotted-flying-libyas-kufra-rsf-controlled-areas-sudan,7/17/2025,"Russian aircraft spotted flying from Libya's Kufra to RSF-controlled areas in Sudan \| The Libya ObserverTwo Russian cargo planes were recently tracked flying from Kufra Airport in southeastern Libya to areas controlled by the Rapid Support Forces (RSF) in Sudan, according to satellite images from the European Copernicus Program reported by Italy's Nova news agency. The aircraft, IL-76 is typically used for transporting military personnel and equipment, as well as for medium-range logistical operations.",,,,,,,,Russian aircraft spotted flying from Libya's Kufra to RSF-controlled areas in Sudan \| The Libya Observer,"Two Russian cargo planes were recently tracked flying from Kufra Airport in southeastern Libya to areas controlled by the Rapid Support Forces (RSF) in Sudan, according to satellite images from the European Copernicus Program reported by Italy's Nova news agency. The aircraft, IL-76 is typically used for transporting military personnel and equipment, as well as for medium-range logistical operations.",,,,,,,,,SEC
http://www.bignewsnetwork.com/news/278448053/russia-nigeria-cooperation-key-to-oil-market-stability-deputy-pm,7/16/2025,"Russia-Nigeria cooperation key to oil market stability - deputy PMJoint efforts with Nigeria under OPEC+ will ensure oil market stability, Alexander Novak has said Read Full Article at RT.com",,,,,,,,Russia-Nigeria cooperation key to oil market stability - deputy PM,"Joint efforts with Nigeria under OPEC+ will ensure oil market stability, Alexander Novak has said Read Full Article at RT.com",,,,,,,,,ECON
https://quicknews-africa.net/mali-signed-no-contracts-with-russian-private-military-companies-foreign-minister/,7/16/2025,"Mali signed no contracts with Russian private military companies – Foreign Minister \| QUICK NEWS AFRICAMalian authorities have not signed any contracts with Russian private military companies, Malian Foreign Minister, Abdoulaye Diop said on Thursday, slamming claims on the matter as a smear campaig…",,,,,,,,Mali signed no contracts with Russian private military companies – Foreign Minister \| QUICK NEWS AFRICA,"Malian authorities have not signed any contracts with Russian private military companies, Malian Foreign Minister, Abdoulaye Diop said on Thursday, slamming claims on the matter as a smear campaig…",,,,,,,,,SEC
https://dailynews.co.tz/russia-tanzania-expand-economic-cooperation/,7/11/2025,"dar es salaam: at the heart of the bustling 49th sabasaba international trade fair in dar es salaam, a renewed spirit of collaboration between tanzania and russia was on full display. for the second consecutive year, the trade fair featured a dedicated russia day, a strategic",RUS | TZA,TZA | RUS,TZ,"['Russia', 'Tanzania', 'Daily News', 'DAR ES SALAAM', '49th', 'Sabasaba International Trade Fair', 'Dar es Salaam', 'Tanzania', 'Russia', 'the second consecutive year', 'Russia Day', 'the Russian Embassy']","['GPE', 'GPE', 'ORG', 'GPE', 'ORDINAL', 'EVENT', 'GPE', 'GPE', 'GPE', 'DATE', 'EVENT', 'ORG']",,7/11/2025,"Russia, Tanzania expand economic cooperation - Daily News","DAR ES SALAAM: AT the heart of the bustling 49th Sabasaba International Trade Fair in Dar es Salaam, a renewed spirit of collaboration between Tanzania and Russia was on full display. For the second consecutive year, the trade fair featured a dedicated Russia Day, a strategic initiative by the Russian Embassy aimed at deepening bilateral",8,4.65,Daily News - Tanzania Standard Newspapers,en-US,RUSSIA | RUSSIAN | TANZANIA,TANZANIA | RUSSIA,[],Esther Kasanga,SEC
https://www.thecitizen.co.tz/tanzania/business/tanzania-now-beckons-russian-investors-for-gas-tech-growth-5114222,7/11/2025,the country is actively seeking international partnerships to bolster its economic capacity.,TZA,RUS,TZ,"['Tanzania', 'Russian']","['GPE', 'NORP']",,7/11/2025,"Tanzania now beckons Russian investors for gas, tech growth | The Citizen",The country is actively seeking international partnerships to bolster its economic capacity.,1,6.4,The Citizen,en,TANZANIA,RUSSIA,[],,ECON
https://www.thecable.ng/russia-offers-to-expand-scholarship-slots-for-nigerian-students-eyes-cultural-cooperation/,7/11/2025,Russia offers to expand scholarship slots for Nigerian studentsRussia-Nigeria cultural and educational cooperation,NGA | RUS,RUS | NGA,NI,,,,7/11/2025,Russia offers to expand scholarship slots for Nigerian students,Russia-Nigeria cultural and educational cooperation,4,4,,,NIGERIA | RUSSIA,RUSSIA | NIGERIA,[],,ECON
https://blueprint.ng/bilateral-cooperation-russia-to-increase-scholarship-quota-for-nigerian-students-from-220/,7/11/2025,Russia to increase scholarship quota for Nigerian studentsScholarship expansion announcement,RUS,NGA,NI,,,,7/11/2025,Russia to increase scholarship quota for Nigerian students,Scholarship expansion announcement,4,4.75,,,RUSSIAN FEDERATION | RUSSIA,NIGERIA,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
https://quicknews-africa.net/nigerian-pirates-free-6-russians-one-estonian/,7/11/2025,"Nigerian pirates free 6 Russians, one Estonian \| QUICK NEWS AFRICAPirates have released seven sailors – six Russians and an Estonian – seized after an attack on a ship operated by French firm Bourbon SA off the coast of Nigeria, Russia's Foreig…",,,,,,,,"Nigerian pirates free 6 Russians, one Estonian \| QUICK NEWS AFRICA","Pirates have released seven sailors – six Russians and an Estonian – seized after an attack on a ship operated by French firm Bourbon SA off the coast of Nigeria, Russia's Foreig…",,,,,,,,,SEC
https://guardian.ng/news/nigeria/national/russia-offers-more-scholarships-to-nigerians-under-new-cultural-pact/,7/10/2025,Russia offers more scholarships to Nigerians under new cultural pactRussia-Nigeria cultural agreement,NGA | RUS,RUS | NGA,NI,,,,7/10/2025,Russia offers more scholarships to Nigerians under new cultural pact,Russia-Nigeria cultural agreement,7,6.028571429,,,ABUJA | RUSSIAN FEDERATION | RUSSIA | RUSSIAN,RUSSIAN | NIGERIAN | NIGERIA | ABUJA,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
https://tribuneonlineng.com/education-russia-offers-to-increase-annual-scholarship-for-nigerian-students/,7/10/2025,Russia offers to increase annual scholarship for Nigerian studentsEducation cooperation,RUS,NGA,NI,,,,7/10/2025,Russia offers to increase annual scholarship for Nigerian students,Education cooperation,4,3.5,,,RUSSIAN | RUSSIA,NIGERIAN | NIGERIA,['DEMAND'],,ECON
https://www.diamondworld.net/news/david-kellie-to-step-down-as-natural-diamond-council-ceo-after-pivotal-six-year-tenure,7/9/2025,"david kellie, the chief executive officer of the natural diamond council (ndc), has announced he will step down from his role at the end of 2025, marking the close of a transformative six-year chapter for the organisation",RUS,,AO,"['David Kellie', 'Natural Diamond Council', 'Six-Year', 'David Kellie', 'the Natural Diamond Council', 'NDC', 'the end of 2025', 'six-year']","['PERSON', 'ORG', 'DATE', 'PERSON', 'ORG', 'ORG', 'DATE', 'DATE']","David Kellie,Chief Executive Officer , Natural Diamond Council",7/9/2025,David Kellie to Step Down as Natural Diamond Council CEO After Pivotal Six-Year Tenure,"David Kellie, the Chief Executive Officer of the Natural Diamond Council (NDC), has announced he will step down from his role at the end of 2025, marking the close of a transformative six-year chapter for the organisation",1,1.9,Diamond World,en,RUSSIAN,,[],diamond world news service,ECON
https://africa.com/russia-allegedly-tricks-african-farmers-into-fighting-in-ukraine/,7/8/2025,russia has been luring young africans like jean onana from cameroon and malik diop from senegal with promises of factory jobs and high pay—only to coerce,RUS,UKR,CM,"['Russia', 'African', 'Ukraine', 'Russia', 'Africans', 'Jean Onana', 'Cameroon', 'Malik Diop', 'Senegal']","['GPE', 'NORP', 'GPE', 'GPE', 'NORP', 'PERSON', 'GPE', 'PERSON', 'GPE']",,6/12/2025,Russia Allegedly Tricks African Farmers into Fighting in Ukraine | africa.com,Russia has been luring young Africans like Jean Onana from Cameroon and Malik Diop from Senegal with promises of factory jobs and high pay—only to coerce,1,-10,Africa.com,en-US,RUSSIA,UKRAINE,"['Use conventional military force, not specified below']",,SEC
https://tass.com/society/1987015,7/8/2025,"Russian Emergencies Ministry to train rescuers for Burkina Faso - Society & Culture - TASSAccording to the statement, five representatives from Burkina Faso will begin their education in Russia under an innovative project, starting next year",,,,,,,,Russian Emergencies Ministry to train rescuers for Burkina Faso - Society & Culture - TASS,"According to the statement, five representatives from Burkina Faso will begin their education in Russia under an innovative project, starting next year",,,,,,,,,ECON
https://timesofindia.indiatimes.com/world/rest-of-world/russia-skirts-western-sanctions-to-ramp-up-its-military-footprint-in-africa/articleshow/121744191.cms,7/7/2025,"rest of world news: even as it pounds ukraine, russia is expanding its military footprint in africa, delivering sophisticated weaponry to sub-saharan conflict zones where.",MLI | RUS,RUS | MLI,ML,"['Russia', 'Africa', 'World News', 'Times of India', 'Rest of World News', 'Ukraine', 'Russia', 'Africa', 'sub-Saharan conflict zones']","['GPE', 'LOC', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE', 'LOC', 'LOC']","africa,kremlin,russia,dmitry peskov,dakar",6/10/2025,Russia skirts Western sanctions to ramp up its military footprint in Africa | World News - Times of India,"Rest of World News: Even as it pounds Ukraine, Russia is expanding its military footprint in Africa, delivering sophisticated weaponry to sub-Saharan conflict zones where.",2,1,The Times of India,en,MALIAN | RUSSIAN,RUSSIAN | MALIAN,[],,SEC
https://www.opinionnigeria.com/africa-benefits-from-russian-fertilizers-and-agricultural-exports-by-kester-kenn-klomegah/,7/6/2025,Africa benefits from Russian fertilizers and agricultural exportsRussia-Africa agricultural trade,AFR | RUS,RUS,AO | AG,,,,7/6/2025,Africa benefits from Russian fertilizers and agricultural exports,Russia-Africa agricultural trade,2,0.2,,,AFRICA | RUSSIA,RUSSIAN | NEWS AGENCY,"['DEMAND', 'THREATEN']",,ECON
https://www.eurasiareview.com/06072025-russia-unlocking-africas-food-security-model-of-connectivity-and-collaboration-oped/,7/6/2025,"Russia Unlocking Africa's Food Security: Model Of Connectivity And Collaboration – OpEd – Eurasia ReviewWith geopolitical developments shaping the world, Africa is expectedly changing with the times. It has gone far, particularly with Russia, opened new directions in bilateral economic cooperation after their joint historic summits. It is also time to make a critical appraisals of Russia's policy towards Africa. By next year 2026, Russia's strategic plan to ensure...",,,,,,,,Russia Unlocking Africa's Food Security: Model Of Connectivity And Collaboration – OpEd – Eurasia Review,"With geopolitical developments shaping the world, Africa is expectedly changing with the times. It has gone far, particularly with Russia, opened new directions in bilateral economic cooperation after their joint historic summits. It is also time to make a critical appraisals of Russia's policy towards Africa. By next year 2026, Russia's strategic plan to ensure...",,,,,,,,,ECON
https://dailytrust.com/ukraine-fighters-capture-nigerian-fighting-for-russia/,7/5/2025,"a nigerian national, kehinde oluwagbemileke, who was reportedly fighting for the russian military in the ongoing war in ukraine, has been captured by ukrainian...",NGA | RUS,RUS | NGA,NI,"['Ukraine', 'Nigerian', 'Russia', 'Daily Trust', 'Nigerian', 'Kehinde Oluwagbemileke', 'Russian', 'Ukraine', 'Ukrainian']","['GPE', 'NORP', 'GPE', 'ORG', 'NORP', 'PERSON', 'NORP', 'GPE', 'NORP']",,7/5/2025,Ukraine fighters capture Nigerian fighting for Russia – Daily Trust,"A Nigerian national, Kehinde Oluwagbemileke, who was reportedly fighting for the Russian military in the ongoing war in Ukraine, has been captured by Ukrainian...",5,-8,Daily Trust,en-GB,NIGERIAN | RUSSIA,RUSSIAN | NIGERIA,"['Use conventional military force, not specified below', 'Arrest, detain, or charge with legal action']",,SEC
https://quicknews-africa.net/association-seeks-deeper-nigeria-russia-relations-to-boost-charcoal-trade/,7/5/2025,"alhaji lawan ali, chairman, electoral committee of charcoal association in nigeria, has called for deeper diplomatic ties between russia and nigeria to boost charcoal trade. ali told the news agen…",NGA | RUS,RUS | NGA,NI,"['Association', 'Nigeria', 'Russia', 'Alhaji Lawan Ali', 'Electoral Committee of Charcoal Association', 'Nigeria', 'Russia', 'Nigeria', 'Ali', 'Agen']","['ORG', 'GPE', 'GPE', 'PERSON', 'ORG', 'GPE', 'GPE', 'GPE', 'PERSON', 'ORG']",,7/5/2025,Association seeks deeper Nigeria-Russia relations to boost charcoal trade | QUICK NEWS AFRICA,"Alhaji Lawan Ali, Chairman, Electoral Committee of Charcoal Association in Nigeria, has called for deeper diplomatic ties between Russia and Nigeria to boost charcoal trade. Ali told the News Agen…",5,4.44,,en-GB,GOVERNMENT | NIGERIA | NIGERIAN | RUSSIA,RUSSIA | NIGERIA,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
http://www.sierraleonetimes.com/news/278423144/russia-and-african-island-nation-discuss-strengthening-ties,7/4/2025,moscow’s embassy in sao tome and principe says officials from both countries have met for talks focused on areas of mutual interest read full,RUS | STP,STP | RUS,TP,"['Russia', 'African', 'Moscow', 'Sao Tome', 'Principe']","['GPE', 'NORP', 'GPE', 'GPE', 'GPE']","african island, talks, vladimir, island, anniversary, securitysao tome, bilateral, island nation, russia",7/7/2025,Russia and African island nation discuss strengthening ties,Moscow’s embassy in Sao Tome and Principe says officials from both countries have met for talks focused on areas of mutual interest Read Full,16,4.625,Sierra Leone Times,en,RUSSIA | RUSSIAN | VLADIMIR | SAO TOME AND PRINCIPE | SAO TOMEAN,SAO TOME AND PRINCIPE | SAO TOMEAN | RUSSIA | RUSSIAN | VLADIMIR,[],,DIP
