SOURCEURL,Date,Event name,Type,cluster,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author
https://www.ecofinagency.com/news-industry/2508-48136-morocco-weighs-russian-offer-against-eu-rules-on-energy-cybersecurity,8/25/2025,Morocco weighs Russian offer against EU rules on energy cybersecurityMorocco considers Russian energy/cybersecurity cooperation,ECON,,RUS,,MO,,,,2025-08-25,Morocco weighs Russian offer against EU rules on energy cybersecurity,Morocco considers Russian energy/cybersecurity cooperation,1.0,-2.0,,,RUSSIA,,[],
https://www.thesouthafrican.com/lifestyle/influencer-cyan-boujee-alabuga-start-programme-human-trafficking-police-latest/,8/25/2025,Alabuga Start Programme human trafficking investigationSA investigation into Alabuga,SEC,,AFR | ZAF,RUS,SF,,,,2025-08-25,Alabuga Start Programme human trafficking investigation,SA investigation into Alabuga,3.0,1.0,,,AFRICA | POLICE | SOUTH AFRICAN,RUSSIA,"['DEMAND', 'USE UNCONVENTIONAL MASS VIOLENCE']",
https://www.sanews.gov.za/south-africa/dirco-warns-youth-unverified-foreign-job-offers-promoted-influencers,8/25/2025,DIRCO warns youth about unverified foreign job offersSA government warning about foreign recruitments,INFO,,RUS,AFR,SF,,,,2025-08-25,DIRCO warns youth about unverified foreign job offers,SA government warning about foreign recruitments,2.0,1.5,,,RUSSIA,AFRICA,"['USE UNCONVENTIONAL MASS VIOLENCE', 'DEMAND']",
https://www.thesouthafrican.com/news/russia-may-be-recruiting-sa-women-to-work-in-drone-factories/,8/24/2025,Russia may be recruiting SA women to work in drone factoriesRecruitment concerns in South Africa,SEC,,AFR | ZAF,RUS,SF,,,,2025-08-24,Russia may be recruiting SA women to work in drone factories,Recruitment concerns in South Africa,5.0,-1.4,,,AFRICA | SOUTH AFRICAN,RUSSIA | RUSSIAN,[],
https://www.opinionnigeria.com/south-africa-to-attend-brics-fashion-summit-in-moscow-by-stephen-manzini/,8/24/2025,South Africa to attend BRICS Fashion Summit in MoscowFashion diplomacy,INFO,,RUS,,SF,,,,2025-08-24,South Africa to attend BRICS Fashion Summit in Moscow,Fashion diplomacy,1.0,2.8,,,RUSSIA,,[],
https://www.yahoo.com/news/articles/russia-may-recruiting-south-african-110727579.html,8/21/2025,"bloomberg has reported that russian companies may be recruiting young african women under the guise of offering jobs, instead sending them to work at shahed drone assembly plants in tatarstan. the south african government has launched an investigation.",SEC,20.0,AFR | ZAF,RUS,SF,"['Russia', 'South African', 'Bloomberg', 'Bloomberg', 'Russian', 'African', 'Shahed', 'Tatarstan', 'South African']","['GPE', 'NORP', 'ORG', 'ORG', 'NORP', 'NORP', 'FAC', 'GPE', 'NORP']","African women, South African government, Bloomberg, South Africa",2025-08-22,Russia may be recruiting South African women to work at drone assembly plants – Bloomberg,"Bloomberg has reported that Russian companies may be recruiting young African women under the guise of offering jobs, instead sending them to work at Shahed drone assembly plants in Tatarstan. The South African government has launched an investigation.",2.0,0.0,Yahoo News,en-US,AFRICA | PRETORIA,RUSSIA | RUSSIAN,['DEMAND'],
https://www.opinionnigeria.com/russia-strengthening-military-ties-with-sahel-states-by-kester-kenn-klomegah/,8/21/2025,Russia Strengthening Military Ties With Sahel StatesAnalysis of Russia-Sahel military cooperation,SEC,,RUS,,NG,,,,2025-08-21,Russia Strengthening Military Ties With Sahel States,Analysis of Russia-Sahel military cooperation,1.0,1.0,Opinion Nigeria,en-US,RUSSIA,,[],Opinion Nigeria
https://northafricapost.com/89812-russian-navy-ship-docks-in-tanzania-highlighting-deepening-bilateral-ties.html,8/19/2025,"russian navy ship docks in tanzania, highlighting deepening bilateral ties – the north africa post",SEC,30.0,RUS | TZA,TZA | RUS,TZ,"['Russian', 'Tanzania', 'The North Africa Post']","['NORP', 'GPE', 'ORG']",,2025-08-19,"Russian navy ship docks in Tanzania, highlighting deepening bilateral ties – The North Africa Post",,12.0,2.425,,en-US,RUSSIAN | RUSSIA | TANZANIA | TANZANIAN,TANZANIA | RUSSIAN | RUSSIA,['DEMAND'],
https://www.newsdzezimbabwe.co.uk/2025/08/russian-firm-sparks-alarm-in-chipinge.html,8/17/2025,"chipinge rural district council (rdc) has raised alarm over the world’s biggest diamond mining company, alrosa from russia which it accuses ...",ECON,33.0,RUS,,ZI,"['RUSSIAN', 'CHIPINGE', 'Chipinge Rural District Council', 'RDC', 'Alrosa', 'Russia']","['NORP', 'GPE', 'ORG', 'GPE', 'ORG', 'GPE']",,2025-08-17,RUSSIAN FIRM SPARKS ALARM IN CHIPINGE newsdzeZimbabweNewsdzeZimbabwe,"Chipinge Rural District Council (RDC) has raised alarm over the world’s biggest diamond mining company, Alrosa from Russia which it accuses ...",1.0,5.0,,,RUSSIA,COMPANY,[],
https://blueprint.ng/nigerian-oil-stands-to-gain-as-india-shies-away-from-russian-crude/,8/14/2025,Nigerian oil stands to gain as India shies away from Russian crudeIndia pivoting from Russian oil to Nigerian sources,ECON,,EUR,RUS,NI,,,,2025-08-14,Nigerian oil stands to gain as India shies away from Russian crude,India pivoting from Russian oil to Nigerian sources,1.0,-4.0,,en-US,THE EUROPEAN UNION,RUSSIA,"['Reject, not specified below']",
https://thebftonline.com/2025/08/12/russia-bolstering-mozambican-economic-partnership-2/,8/13/2025,Russia bolstering Mozambican economic partnershipLavrov discussions with Mozambique Minister,DIP,,MOZ | RUS,RUS | MOZ,MZ,,,,2025-08-13,Russia bolstering Mozambican economic partnership,Lavrov discussions with Mozambique Minister,9.0,1.6,The Business & Financial Times,en-GB,BANK | MOZAMBICAN | MOZAMBIQUE | RUSSIA,RUSSIA | MOZAMBIQUE | MOZAMBICAN,"['Disapprove, not specified below', 'DEMAND']",Juliet Etefe
https://www.newsghana.com.gh/russia-and-mozambique-seek-to-revive-economic-ties/,8/13/2025,Russia and Mozambique Seek to Revive Economic TiesForeign Ministers met in Moscow late July,DIP,,MOZ | RUS,RUS | MOZ,MZ,,,,2025-08-13,Russia and Mozambique Seek to Revive Economic Ties,Foreign Ministers met in Moscow late July,3.0,2.633333333,,en-US,MOZAMBIQUE | RUSSIA,MOSCOW | RUSSIA | MAPUTO,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://thebftonline.com/2025/08/13/russia-bolstering-mozambican-economic-partnership/,8/13/2025,Russia bolstering Mozambican economic partnershipRussia-Mozambique partnership efforts,DIP,,RUS,RUS,MZ,,,,2025-08-13,Russia bolstering Mozambican economic partnership,Russia-Mozambique partnership efforts,2.0,7.0,The Business & Financial Times,en-GB,MINIST OF FOREIGN AFFAIRS | SERGEY LAVROV,SERGEY LAVROV | MINIST OF FOREIGN AFFAIRS,[],Francis
https://www.dailymaverick.co.za/article/2025-08-13-ukraine-what-role-if-any-is-sa-playing-in-peace-efforts/,8/13/2025,Ukraine: what role is SA playing in peace efforts?Analysis of SA peace mediation,DIP,,RUS,AFR,SF,,,,2025-08-13,Ukraine: what role is SA playing in peace efforts?,Analysis of SA peace mediation,5.0,2.1,,,RUSSIA | MOSCOW,AFRICA | SPECIAL ENVOY,['DEMAND'],
https://www.opinionnigeria.com/navigating-the-pitfalls-in-russia-mozambique-economic-partnership-by-kester-kenn-klomegah/,8/12/2025,Navigating the Pitfalls in Russia-Mozambique Economic PartnershipAnalysis of Russia-Mozambique relations,ECON,,MOZ | RUS,RUS | MOZ,MZ,,,,2025-08-12,Navigating the Pitfalls in Russia-Mozambique Economic Partnership,Analysis of Russia-Mozambique relations,7.0,3.671428571,Opinion Nigeria,en-US,MINIST OF FOREIGN AFFAIRS | MOZAMBIQUE | RUSSIA,RUSSIA | MINIST OF FOREIGN AFFAIRS | MOZAMBIQUE,['DEMAND'],Opinion Nigeria
https://chimpreports.com/gen-kainerugaba-russian-envoy-discuss-strengthening-uganda-russia-relations/,8/11/2025,"Gen Kainerugaba, Russian Envoy Discuss Strengthening Uganda–Russia RelationsUganda CDF met with Russian Ambassador",DIP,,RUS | UGA,RUS | UGA,UG,,,,2025-08-11,"Gen Kainerugaba, Russian Envoy Discuss Strengthening Uganda–Russia Relations",Uganda CDF met with Russian Ambassador,6.0,5.1,ChimpReports,en-US,DEFENCE FORCE | RUSSIA | MOSCOW | UGANDA,RUSSIAN | MILITARY | UGANDA | MOSCOW | RUSSIA,[],ChimpReports
https://www.ewn.co.za/2025/08/09/bma-clarifies-circumstances-around-russian-navy-vessel-docked-in-cape-town-harbour,8/9/2025,BMA clarifies circumstances around Russian navy vessel in Cape TownRussian naval vessel in SA,SEC,,AFR | RUS | ZAF,RUS | ZAF | AFR,SF,,,,2025-08-09,BMA clarifies circumstances around Russian navy vessel in Cape Town,Russian naval vessel in SA,11.0,1.709090909,,,AFRICA | RUSSIAN | RUSSIA | CAPE TOWN,RUSSIA | CAPE TOWN | AFRICA | RUSSIAN,['DEMAND'],
https://www.sanews.gov.za/south-africa/president-ramaphosa-zelenskyy-discuss-russia-ukraine-peace-process,8/9/2025,"President Ramaphosa, Zelenskyy discuss Russia-Ukraine peace processSA mediation efforts",DIP,,UKR,RUS,SF,,,,2025-08-09,"President Ramaphosa, Zelenskyy discuss Russia-Ukraine peace process",SA mediation efforts,4.0,2.2,,,PRESIDENT | UKRAINE,RUSSIA,[],
https://www.thesouthafrican.com/news/politics/cyril-ramaphosa-weighs-into-ukraine-russia-peace-process/,8/9/2025,Cyril Ramaphosa weighs into Ukraine-Russia peace processSA peace initiative,DIP,,RUS,UKR,SF,,,,2025-08-09,Cyril Ramaphosa weighs into Ukraine-Russia peace process,SA peace initiative,1.0,6.0,,,RUSSIA,UKRAINE,[],
http://www.strategypage.com/qnd/mali/articles/2025080894018.aspx,8/8/2025,mali soldiers and the russian africa corps are accused of kidnapping or executing numerous fulani tribesmen nearly 20 fulani were killed and over 80 kidnapped these operations were,SEC,9.0,RUS,AFR,ML,"['Mali', 'August 2025', 'August 2025', 'August 8, 2025', 'Mali', 'the Russian Africa Corps', 'Fulani', 'Nearly 20', 'Fulani', 'over 80']","['GPE', 'DATE', 'DATE', 'DATE', 'GPE', 'ORG', 'NORP', 'CARDINAL', 'NORP', 'CARDINAL']",,2025-08-08,Mali: August 2025 Update,"August 2025 Update
    
  
  
    August 8, 2025: Mali soldiers and the Russian Africa Corps are accused of kidnapping or executing numerous Fulani tribesmen Nearly 20 Fulani were killed and over 80 kidnapped These operations were",1.0,-2.0,,,RUSSIAN,AFRICA,"['Accuse, not specified below']",
https://www.defenceweb.co.za/sea/sea-sea/sa-navy-meets-smolny-crew-during-cape-town-stop/,8/8/2025,crew members of the russian navy training ship smolny met with their counterparts in the south african navy during the vessel’s port call in cape town this,SEC,28.0,RUS,RUS,SF | TZ,"['SA Navy', 'Smolny', 'Cape Town', 'Russian', 'Smolny', 'the South African Navy', 'Cape Town']","['ORG', 'PRODUCT', 'GPE', 'NORP', 'PRODUCT', 'ORG', 'GPE']",,2025-08-08,SA Navy meets Smolny crew during Cape Town stop - defenceWeb,Crew members of the Russian Navy training ship Smolny met with their counterparts in the South African Navy during the vessel’s port call in Cape Town this,3.0,7.0,defenceWeb,en-ZA,RUSSIAN | RUSSIA,RUSSIA | RUSSIAN,[],
https://www.yahoo.com/news/articles/south-african-president-speaks-russias-191556333.html,8/8/2025,"south african president cyril ramaphosa held a phone call with russian president vladimir putin on thursday on the ukraine crisis and issues of bilateral interest, ramaphosa's office said in a statement.",DIP,2.0,ZAF,RUS,SF,"['South African', 'Russia', 'Putin', 'Ukraine', 'JOHANNESBURG', 'Reuters', 'African', 'Cyril Ramaphosa', 'Russian', 'Vladimir Putin', 'Thursday', 'Ukraine', 'Ramaphosa', 'Putin', 'Ramaphosa', 'Ukraine']","['NORP', 'GPE', 'PERSON', 'GPE', 'GPE', 'ORG', 'NORP', 'PERSON', 'NORP', 'PERSON', 'DATE', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'GPE']","Vladimir Putin, Cyril Ramaphosa, South African President",2025-08-07,"South African president speaks to Russia's Putin on Ukraine crisis, bilateral issues","JOHANNESBURG (Reuters) -South African President Cyril Ramaphosa held a phone call with Russian President Vladimir Putin on Thursday on the Ukraine crisis and issues of bilateral interest, Ramaphosa's office said in a statement.  ""The discussion followed President Putin's request to brief President Ramaphosa on the peace process with Ukraine and to engage on issues of mutual bilateral interest,"" the statement said.",1.0,3.0,Yahoo News,en-US,JOHANNESBURG,RUSSIAN,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://www.opinionnigeria.com/russias-economic-diplomacy-fraught-with-obstacles-across-africa-by-kester-kenn-klomegah/,8/8/2025,Russia's Economic Diplomacy Fraught With Obstacles Across AfricaAnalysis of Russia's economic challenges in Africa,ECON,,RUS | UGA | ZWE,BWA | ZWE | AFR | RUS,ZI | SF | SL | UG,,,,2025-08-08,Russia's Economic Diplomacy Fraught With Obstacles Across Africa,Analysis of Russia's economic challenges in Africa,7.0,1.642857143,Opinion Nigeria,en-US,RUSSIA | RUSSIAN | MUSEVENI | ZIMBABWE,BOTSWANA | ZIMBABWE | AFRICA | RUSSIA,"['Arrest, detain, or charge with legal action', 'USE UNCONVENTIONAL MASS VIOLENCE']",Opinion Nigeria
https://www.defenceweb.co.za/sea/sea-sea/russian-navy-training-ship-smolny-back-in-cape-town/,8/7/2025,"nearly a year after stopping in south africa, the russian navy baltic fleet training vessel smolny is back in cape town for a visit as part of its africa-asia",SEC,28.0,COD | RUS,RUS | COD,CF | TZ,"['Russian Navy', 'Smolny', 'Cape Town', 'Nearly a year', 'South Africa', 'Russian Navy', 'Baltic Fleet', 'Smolny', 'Cape Town', 'Africa-Asia']","['ORG', 'PRODUCT', 'GPE', 'DATE', 'GPE', 'ORG', 'ORG', 'PRODUCT', 'GPE', 'ORG']",,2025-08-07,Russian Navy training ship Smolny back in Cape Town - defenceWeb,"Nearly a year after stopping in South Africa, the Russian Navy Baltic Fleet training vessel Smolny is back in Cape Town for a visit as part of its Africa-Asia",4.0,4.375,defenceWeb,en-ZA,CONGOLESE | RUSSIAN,RUSSIAN | CONGOLESE | NAVAL,[],
https://tass.com/world/1999489,8/7/2025,"""president ramaphosa welcomed the briefing and expressed south africa's full support to peace initiatives that will end the war and contribute to a lasting peace between russia and ukraine,"" the statement says",DIP,2.0,RUS,RUS | UKR,SF,"['Putin', 'Ramaphosa', 'Ukraine', 'Ramaphosa', ""South Africa's"", 'Russia', 'Ukraine']","['PERSON', 'PERSON', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE']",,2025-08-07,"During phone talk with Putin, Ramaphosa supports peace initiatives on Ukraine -  World - TASS","""President Ramaphosa welcomed the briefing and expressed South Africa's full support to peace initiatives that will end the war and contribute to a lasting peace between Russia and Ukraine,"" the statement says",2.0,5.2,TASS,,PRESIDENT | RUSSIAN,VLADIMIR PUTIN | UKRAINIAN,[],
https://www.egyptindependent.com/egypt-russia-discuss-boosting-local-content-in-dabaa-nuclear-project/,8/7/2025,"Egypt, Russia discuss boosting local content in Dabaa nuclear projectNuclear cooperation and local manufacturing",ECON,,EGY,RUS,EG,,,,2025-08-07,"Egypt, Russia discuss boosting local content in Dabaa nuclear project",Nuclear cooperation and local manufacturing,1.0,1.0,Egypt Independent,en-US,EGYPT,RUSSIA,[],MENA
https://www.dailymaverick.co.za/article/2025-08-07-ramaphosa-talks-to-putin-about-us-efforts-to-end-russias-war-on-ukraine/,8/7/2025,Ramaphosa talks to Putin about US efforts to end Russia's warRamaphosa-Putin discussions,DIP,,RUS,AFR | RUS | ZAF,SF,,,,2025-08-07,Ramaphosa talks to Putin about US efforts to end Russia's war,Ramaphosa-Putin discussions,4.0,-0.75,,,RUSSIA | RUSSIAN,AFRICA | VLADIMIR PUTIN | SOUTH AFRICAN,"['Demand, not specified below', 'DEMAND']",
https://nonproliferation.org/op66-putins-new-frontier-the-prospects-and-limitations-of-africa-corps/,8/6/2025,Putin's New Frontier: The Prospects and Limitations of Africa CorpsAnalysis of Africa Corps,SEC,,RUS,CAF,CT,,,,2025-08-06,Putin's New Frontier: The Prospects and Limitations of Africa Corps,Analysis of Africa Corps,1.0,6.0,,,RUSSIAN,CENTRAL AFRICAN REPUBLIC,[],
https://www.ch-aviation.com/news/156784-russia-seeks-acmi-with-ethiopian-airlines-airline-denies,8/5/2025,"in a move to mitigate political fallout, ethiopian airlines says it has never been approached, nor has it held discussions with any party about wet-leasing aircraft to...",ECON,16.0,RUS,,ET,"['Russia', 'Ethiopian Airlines', 'Ethiopian Airlines']","['GPE', 'ORG', 'ORG']","Operator News, Operator Route Network, Route Network Changes, New Routes, Route Cancellations, Strategic Fleet Developments, Operator Fleet News, Aircraft Orders, Operator Start-Up, Operator Start-Ups, Operator Bankruptcy, Operator Bankruptcies, Operator Merger, Operator Acquisition, Operator Partnership, Alliances",2025-08-06,"Russia seeks ACMI with Ethiopian Airlines, airline denies -
                        ch-aviation","In a move to mitigate political fallout, Ethiopian Airlines says it has never been approached, nor has it held discussions with any party about wet-leasing aircraft to...",1.0,0.0,ch-aviation,en,RUSSIAN,,['DEMAND'],
https://thebftonline.com/2025/08/05/south-africas-valdai-conference-russia-adapting-to-new-geopolitical-conditions-with-africa/,8/5/2025,South Africa's Valdai Conference: Russia adapting to new geopolitical conditionsValdai Discussion Club conference in SA,INFO,,AFR | RUS,RUS | AFR,SF,,,,2025-08-05,South Africa's Valdai Conference: Russia adapting to new geopolitical conditions,Valdai Discussion Club conference in SA,2.0,1.0,,,AFRICA | RUSSIAN,RUSSIAN | AFRICA,[],
http://www.europesun.com/news/278488017/global-trade-hub-seeking-russia-partnership-media,8/4/2025,the suez canal authority has reportedly signaled interest in closer cairo-moscow cooperation read full article at rt.com,ECON,29.0,RUS,EGY,EG,"['Russia', 'The Suez Canal Authority', 'Cairo', 'Moscow']","['GPE', 'ORG', 'GPE', 'GPE']",The Suez Canal Authority has reportedly signaled interest in closer Cairo-Moscow cooperation Read Full Article at RT.com,2025-08-04,Global trade hub seeking Russia partnership - media,The Suez Canal Authority has reportedly signaled interest in closer Cairo-Moscow cooperation Read Full Article at RT.com,3.0,5.0,Europe Sun,en,MOSCOW | RUSSIA,EGYPT,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://www.newsday.co.zw/local-news/article/200044639/russian-embassy-defends-alabuga-programme,8/4/2025,Russian embassy defends Alabuga programmeRussian embassy statement on Alabuga,INFO,,RUS,AFR | RUS | ZWE,ZI,,,Russian Embassy;Zimbabwe;Alabuga Start Programme;Africa,2025-08-04,Russian embassy defends Alabuga programme,Russian embassy statement on Alabuga,4.0,-0.25,NewsDay,en,RUSSIAN | RUSSIA,AFRICA | RUSSIA | ZIMBABWE,"['Reject, not specified below']",BRENT SHAMU
https://www.peoplesdailyng.com/federation-council-holds-political-dialogue-with-somalia-south-africa-and-uganda/,8/4/2025,Federation Council political dialogueRussia parliamentary outreach,DIP,,CHN | RUS | UGA,RUS | BRA | SOM,UG | SF | SO,,,,2025-08-04,Federation Council political dialogue,Russia parliamentary outreach,9.0,3.633333333,,,CHINA | RUSSIA | JESSICA ALUPO,RUSSIA | BRAZIL | PRESIDENT | SOMALIA | RUSSIAN,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://www.opinionnigeria.com/south-africas-valdai-conference-reviews-russias-current-relations-with-africa-by-kester-kenn-klomegah/,8/3/2025,South Africa's Valdai Conference Reviews Russia's Relations With AfricaAnalysis of Valdai conference,INFO,,AFR | RUS,RUS | AFR,SF,,,,2025-08-03,South Africa's Valdai Conference Reviews Russia's Relations With Africa,Analysis of Valdai conference,2.0,1.0,Opinion Nigeria,en-US,AFRICA | RUSSIAN,RUSSIAN | AFRICA,[],Opinion Nigeria
https://www.heraldonline.co.zw/russian-delegation-meets-zimbabwean-minister-of-finance-allegations-of-treason-dismissed-with-contempt/,8/2/2025,Russian delegation meets Zimbabwean minister of financeRussia-Zimbabwe ministerial meeting,DIP,,RUS | ZWE,RUS | ZWE,ZI,,,,2025-08-02,Russian delegation meets Zimbabwean minister of finance,Russia-Zimbabwe ministerial meeting,14.0,1.814285714,,,MINIST | RUSSIA | RUSSIAN | ZIMBABWEAN | ZIMBABWE,RUSSIA | MINIST | ZIMBABWEAN | ZIMBABWE | RUSSIAN,[],
http://www.bignewsnetwork.com/news/278481864/russia-to-deliver-mobile-disease-lab-to-african-state,8/1/2025,"russia will supply burkina faso with a mobile lab for diagnosing infectious diseases, the russian ministry of energy has stated read full art",SEC,28.0,RUS,WAF,UG,"['Russia', 'African', 'Russia', 'Burkina Faso', 'Russian']","['GPE', 'NORP', 'GPE', 'GPE', 'NORP']","the republic, burkina faso, including, diseases including, burkina, diseases, country, tsivilev, russian",2025-08-01,Russia to deliver mobile disease lab to African state,"Russia will supply Burkina Faso with a mobile lab for diagnosing infectious diseases, the Russian Ministry of Energy has stated Read Full Art",2.0,4.0,Big News Network.com,en,RUSSIAN,THE WEST AFRICAN COUNTRY,[],
https://www.ecofinagency.com/news/0108-47945-burkina-faso-and-russia-create-joint-commission-to-deepen-strategic-ties,8/1/2025,Burkina Faso and Russia create joint commission to deepen strategic tiesRussia-Burkina Faso commission,DIP,,RUS,BFA,UV,,,,2025-08-01,Burkina Faso and Russia create joint commission to deepen strategic ties,Russia-Burkina Faso commission,2.0,3.25,,,RUSSIA,OUAGADOUGOU | CIVILIAN,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://bulawayo24.com/news/national/255768,7/31/2025,at least four young zimbabwean women have allegedly been trafficked to work under deceptive conditions at a russian drone factory,SEC,20.0,RUS | ZMB,ZMB | RUS,TZ,"['Zimbabwean', 'Russian', 'Bulawayo24 News', 'At least four', 'Zimbabwean', 'Russian']","['NORP', 'NORP', 'ORG', 'CARDINAL', 'NORP', 'NORP']","Bulawayo24,BYO24, Bulawayo24 News, Todays news,breaking news,latest news,news latest breaking stories, online news, world news,Bulawayo news,Zimbabwe news,Africa news, local news, celebrity news, todays sport news, todays travel news,,Company,Bribery,Court",2025-07-31,Zimbabwean women trapped in Russian drone factory scheme -  Bulawayo24 News,At least four young Zimbabwean women have allegedly been trafficked to work under deceptive conditions at a Russian drone factory producing weapons used in the ...,2.0,-10.0,Bulawayo24 News,,RUSSIA | ZAMBIAN,ZAMBIAN | RUSSIA,"['Use conventional military force, not specified below']",eDuzeNet
http://www.nigeriasun.com/news/278479551/western-media-demonizes-russia-zumas-daughter,7/31/2025,duduzile zuma-sambudla has dismissed the anti-russian media and highlighted moscow’s role in south africa’s anti-apartheid struggle read full,DIP,28.0,AFR,RUS,SF,"['Western', 'Russia', 'Zumas', 'Duduzile Zuma-Sambudla', 'anti-Russian', 'Moscow', 'South Africa’s']","['NORP', 'GPE', 'PERSON', 'PERSON', 'NORP', 'GPE', 'GPE']","interview, deflect, russia, duduzile zuma, movementzuma sambudla, interference, issues, south african, pan african",2025-07-31,Western media demonizes Russia  Zumas daughter,Duduzile Zuma-Sambudla has dismissed the anti-Russian media and highlighted Moscow’s role in South Africa’s anti-Apartheid struggle Read Full,1.0,-2.0,Nigeria Sun,en,PAN AFRICAN PARLIAMENT,RUSSIA,"['Disapprove, not specified below']",
https://www.myjoyonline.com/ayariga-mocks-npp-for-benefiting-more-than-russia-from-ukraine-war-excuse/,7/31/2025,"the majority leader in parliament, mahama ayariga, has taken a jab at the new patriotic party (npp), accusing the opposition party of exploiting the russia-ukraine conflict to deflect blame for ghana’s economic downturn during its time in office.",DIP,36.0,UKR,RUS,GH,"['Ayariga', 'NPP', 'Russia', 'Ukraine', 'Parliament', 'Mahama Ayariga', 'the New Patriotic Party', 'NPP', 'Russia', 'Ghana']","['PERSON', 'ORG', 'GPE', 'GPE', 'ORG', 'PERSON', 'ORG', 'ORG', 'GPE', 'GPE']",,2025-07-31,Ayariga mocks NPP for ‘benefiting more than Russia’ from Ukraine war excuse - MyJoyOnline,"The Majority Leader in Parliament, Mahama Ayariga, has taken a jab at the New Patriotic Party (NPP), accusing the opposition party of exploiting the Russia-Ukraine conflict to deflect blame for Ghana’s economic downturn during its time in office.",2.0,-2.0,MyJoyOnline,en-US,PARLIAMENT | UKRAINE,RUSSIA,['Criticize or denounce'],
https://www.ghanamma.com/2025/07/31/ayariga-mocks-npp-for-benefiting-more-than-russia-from-ukraine-war-excuse/,7/31/2025,Ayariga mocks NPP for benefiting more from Ukraine War than Russia Ghana political commentary,INFO,,UKR,RUS,GH,,,,2025-07-31,Ayariga mocks NPP for benefiting more than Russia,Ghana political commentary,3.0,-2.0,,,PARLIAMENT | UKRAINE,RUSSIA,['Criticize or denounce'],
http://www.bignewsnetwork.com/news/278477988/russian-warship-continues-african-tour-photos,7/30/2025,russian naval training ship the smolny has docked in congo after equatorial guinea visit,SEC,28.0,COG | RUS,RUS | COG,CF,"['Russian', 'African', 'Russian', 'Smolny', 'Congo', 'Equatorial Guinea']","['NORP', 'NORP', 'NORP', 'PRODUCT', 'GPE', 'GPE']",Russian naval training ship the Smolny has docked in Congo after Equatorial Guinea visit Read Full Article at RT.com,2025-07-30,Russian warship continues African tour (PHOTOS),Russian naval training ship the Smolny has docked in Congo after Equatorial Guinea visit Read Full Article at RT.com,6.0,4.25,Big News Network.com,en,REPUBLIC OF THE CONGO | MILITARY | RUSSIAN | RUSSIA,RUSSIAN | RUSSIA | REPUBLIC OF THE CONGO | CONGO | MILITARY,[],
https://dailynews.co.tz/envoy-lauds-uranium-project-a-significant-step-in-tanzania-russia-ties/,7/30/2025,"ruvuma: the russian ambassador to tanzania, andrey avetisyan, has lauded the launch of the pilot uranium refining plant in namtumbo district saying it marks a significant step in the strengthening of bilateral cooperation between tanzania and russia, particularly in the sectors of energy, infrastructure, and modern technology. speaking to the public shortly after the official",DIP,30.0,RUS,TZA,TZ,"['Tanzania', 'Russia', 'Daily News', 'RUVUMA', 'Russian', 'Tanzania', 'Andrey Avetisyan', 'Namtumbo District', 'Tanzania', 'Russia']","['GPE', 'GPE', 'ORG', 'GPE', 'NORP', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE']",,2025-07-30,"Envoy lauds uranium project, a significant step in Tanzania-Russia ties - Daily News","RUVUMA: THE Russian Ambassador to Tanzania, Andrey Avetisyan, has lauded the launch of the pilot uranium refining plant in Namtumbo District saying it marks a significant step in the strengthening of bilateral cooperation between Tanzania and Russia, particularly in the sectors of energy, infrastructure, and modern technology. Speaking to the public shortly after the official",1.0,3.4,Daily News - Tanzania Standard Newspapers,en-US,RUSSIA,TANZANIA,[],Dotto Lameck
https://saiia.org.za/news/saiia-co-hosts-3rd-russia-africa-conference/,7/30/2025,"on 28 july 2025, the south african institute of international affairs (saiia), in partnership with the valdai discussion club, hosted the 3rd russia-africa conference in pretoria.",DIP,19.0,RUS,,SF,"['SAIIA', 'Third', 'Russia-Africa Conference', 'SAIIA', '28 July 2025', 'the South African Institute of International Affairs', 'SAIIA', 'the Valdai Discussion Club', '3rd', 'Russia-Africa Conference', 'Pretoria']","['ORG', 'ORDINAL', 'EVENT', 'GPE', 'DATE', 'ORG', 'ORG', 'ORG', 'ORDINAL', 'EVENT', 'GPE']",,2025-07-30,SAIIA Co-Hosts Third Russia-Africa Conference - SAIIA,"On 28 July 2025, the South African Institute of International Affairs (SAIIA), in partnership with the Valdai Discussion Club, hosted the 3rd Russia-Africa Conference in Pretoria.",1.0,3.4,SAIIA,en-GB,RUSSIA,LIBERATION MOVEMENT,[],
